txn_date,industry,segment,geo_type,geo_name,nation_name,boundary_name,Transaction Amount,Transaction Count,Account Count,Average Ticket,Average Frequency,Average Spend Amount,Year-on-Year Transaction Amount,Year-on-Year Transaction Count
2/6/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 30,10.69,30.24,30.46,18.7,100.31,18.69,-63.84,12.99
2/7/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 30,15.65,35.99,37.15,19.93,98.94,19.79,-8.61,24.97
2/8/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 30,13.28,33.76,35.56,19.91,96.57,19.31,-35.88,59.49
2/9/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 30,61.02,36.95,37.82,63.23,99.96,63.34,56.07,22.58
2/10/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 30,38.33,43.8,45.3,37.59,98.51,37.18,70.09,82.51
2/11/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 30,30.34,47.52,45.28,37.61,105.35,39.53,-3.71,86.5
2/12/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 30,15.34,40.36,37.82,19.54,105.65,20.27,-29.33,163.7
2/13/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 30,9.29,15.79,16.44,26.09,98.19,25.71,-80.79,-54.19
2/14/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 30,14.73,45.82,44.35,17.13,103.56,17.47,-44.47,48.75
2/15/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 30,16.82,42.01,42.2,20.73,100.25,20.7,-36.56,14.8
2/16/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 30,15.78,34.24,35.09,23.62,99.92,23.77,-42.2,23.94
2/17/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 30,25.29,44,45.74,27.59,98.77,27.4,5.31,84.38
2/18/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 30,19.54,36.42,36.13,28.43,101.62,28.77,-42.43,30.34
2/19/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 30,27.28,34.68,32.71,77.31,104.08,78.62,-35.96,27.45
2/20/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 30,14.62,45.38,46.73,14.93,98.75,14.77,-83.32,-16.31
2/21/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 30,13.13,29.39,28.84,20.58,102.8,21.12,-86.34,-35.34
2/22/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 30,8.34,23.82,24.24,18.6,99.8,18.58,-61.34,-13.56
2/23/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 30,17.68,35.96,36.95,23.38,99.03,23.21,-32.29,59.86
2/24/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 30,50.46,32.6,32.55,55.52,101.84,56.92,23.44,8.97
2/25/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 30,19.53,34.09,33.5,31.23,103.15,32.12,-74.35,-15.89
2/26/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 30,16.83,46.12,45.72,17,103.39,17.67,-63.02,48.12
2/27/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 30,20.38,59.44,55.77,17.58,106.05,18.28,-76.15,51.29
2/28/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 30,22.55,52.1,51.08,22.18,102.26,22.52,-45.19,71.81
3/1/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 30,19,36.02,37.92,26.52,96.78,25.75,-42.67,27.95
3/2/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 30,20.59,40.73,40.35,27.55,103.19,28.63,-77.48,88.58
3/3/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 30,25.26,45.56,45.73,31.86,100.61,31.93,-30.85,79.53
3/4/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 30,19.74,32,29.5,30.65,110.23,33.83,-29.01,-1.53
3/5/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 30,16.74,40.89,39.26,20.81,103.73,21.27,-62.75,17.82
3/6/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 30,18.17,39.8,39.19,21.91,101.83,22.16,90.93,114.75
3/7/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 30,13.24,33.9,33.71,21.93,103.45,22.89,-52.48,6.6
3/8/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 30,13.16,35.72,36.9,21.76,100.22,22.13,-60.79,27.62
3/9/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 30,16.69,29.88,30.92,31.63,99.08,31.66,-43.84,18.58
3/10/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 30,19.48,37.5,38.69,26.12,98.47,25.77,55.23,56.27
3/11/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 30,26.39,36.07,34.11,43.79,105.37,45.29,-57.73,2.68
3/12/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 30,16.3,41.08,41.35,20.54,100.32,20.51,-67.16,21.6
3/13/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 30,16.78,50.31,47.3,15.72,108.54,17.15,-77.44,21.5
3/14/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 30,81.41,42.03,40.09,71.3,105.5,77.95,244.64,52.21
3/15/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 30,19.25,40.41,39.53,26.86,102.89,27.43,-38.61,22.76
3/16/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 30,13.85,37.79,37.12,19.25,101.9,19.44,-71,-8.04
3/17/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 30,69.74,45.9,47.07,56.19,100.06,56.26,198.19,46.95
3/18/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 30,22.76,46.92,44.09,25.92,106.53,27.31,-77.21,-13.77
3/19/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 30,15.2,38.83,38.92,18.69,102.48,19.36,-69.78,-9.54
3/20/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 30,25.45,46.66,44.37,22.95,106.43,24.53,118.85,97.75
3/21/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 30,9.78,32.53,32.22,14.2,101.9,14.52,-78.99,-0.44
3/22/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 30,18.97,46.77,40.66,23.55,112.22,25.51,-32.45,117.23
3/23/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 30,18.21,32.2,32.57,37.15,99.54,36.59,-76.7,-32.32
3/24/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 30,67.34,41.13,41.54,62.67,100.63,63.4,154.43,45.18
3/25/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 30,17.88,37.82,39.1,24.9,98.21,24.5,-68.43,-1.33
3/26/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 30,33.2,28.09,29.26,97.97,98.39,97.56,-52.43,-26.78
3/27/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 30,15.35,36.93,39.01,20.39,96.48,19.76,-85.48,-34.56
3/28/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 30,13.99,43.11,44.85,15.93,98.46,15.83,-63.67,12.16
3/29/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 30,19.88,43.57,44,24.44,100.14,24.24,-65.76,35.42
3/30/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 30,14.92,33.25,30.97,22.78,111.75,25.51,-21.59,30.52
3/31/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 30,26.25,40.99,40.89,33.62,100.99,33.78,147.64,58.26
1/2/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,3.01,9.21,9.48,14.36,98.73,14.22,-19.95,7.59
1/2/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,3.01,9.21,9.48,14.36,98.73,14.22,-19.95,7.59
1/3/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,6.82,16.26,16.83,19.48,97.77,19.08,None,None
1/3/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,6.82,16.26,16.83,19.48,97.77,19.08,None,None
1/4/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,10.71,17.23,17.7,27.24,99,27.03,187.9,72.13
1/4/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,10.71,17.23,17.7,27.24,99,27.03,171.14,40.77
1/5/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,10.57,20.95,21.41,20.86,99.4,20.85,158.95,131.69
1/5/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,10.57,20.95,21.41,20.86,99.4,20.85,158.95,131.69
1/6/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,7.25,12.89,13.25,29.5,98.1,28.86,169.64,163.53
1/6/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,8.36,17.02,17.43,20.66,99.09,20.54,68.96,195.66
1/7/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,12.31,20.82,21.55,26.32,99.49,26.29,52.59,167.65
1/7/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,16.56,28.3,29.4,25.5,98.16,25.11,34.38,169.35
1/8/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,14.62,25.58,26.93,25.43,96.99,24.75,9.8,158.33
1/8/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,14.62,25.58,26.93,25.43,96.99,24.75,194.06,516.27
1/9/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,6.32,16.48,16.87,15.49,98.8,15.42,-13.67,91.01
1/9/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,6.32,16.48,16.87,15.49,98.8,15.42,24.8,83.26
1/10/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,4.16,14.98,15.55,12.66,97.64,12.4,None,None
1/10/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,4.16,14.98,15.55,12.66,97.64,12.4,None,None
1/11/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,6.17,20.13,20.72,12.74,98.45,12.6,None,None
1/11/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,4.87,14.58,15.02,17.83,98.49,17.63,None,None
1/12/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,10.04,20.84,20.31,19.99,104.13,20.9,-11.43,164.8
1/12/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,10.04,20.84,20.31,19.99,104.13,20.9,None,None
1/13/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,14.12,18.38,18.36,33.43,101.76,34.12,219.46,367.68
1/13/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,14.12,18.38,18.36,33.43,101.76,34.12,103.9,207.1
1/14/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,15.87,21.01,20.28,32.61,105.47,34.5,-7.19,64.66
1/14/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,15.87,21.01,20.28,32.61,105.47,34.5,None,None
1/15/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,16.5,31.16,32.69,22.38,97.2,21.81,35.93,176.69
1/15/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,16.5,31.16,32.69,22.38,97.2,21.81,142.22,392.18
1/16/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,6.87,19.85,20.44,15.62,98.64,15.43,3,133.61
1/16/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,6.87,19.85,20.44,15.62,98.64,15.43,48.27,120.75
1/17/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,5.19,16.87,16.94,14.71,102.13,15.09,93.47,159.86
1/17/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,5.19,16.87,16.94,14.71,102.13,15.09,-21.14,138.54
1/18/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,8.08,18.36,18.77,22.36,98.46,22,54.4,130.74
1/18/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,8.08,18.36,18.77,22.36,98.46,22,87.79,107.17
1/19/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,11.14,25.65,24.79,22.55,104.09,23.35,245.81,523.97
1/19/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,11.14,25.65,24.79,22.55,104.09,23.35,245.81,523.97
1/20/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,11.39,17.93,16.14,30.7,117.79,36.65,138.93,194.09
1/20/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,11.39,17.93,16.14,30.7,117.79,36.65,283.33,356.11
1/21/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,12.84,23.87,24.22,23.24,100.32,23.38,None,None
1/21/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,12.84,23.87,24.22,23.24,100.32,23.38,-13.88,67.27
1/22/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,5,8.02,7.94,26.43,103.07,27.32,-72.22,-37.97
1/22/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,5,8.02,7.94,26.43,103.07,27.32,-60.66,42.7
1/23/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,8.53,28.97,29.71,12.71,99.25,12.65,26,436.48
1/23/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,8.53,28.97,29.71,12.71,99.25,12.65,26,436.48
1/24/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,11.74,29.14,29.49,17.4,100.62,17.56,141.56,284.94
1/24/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,6.63,16.32,16.6,17.99,98.38,17.74,36.32,115.59
1/25/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,11.61,17.64,16.67,34.27,111.57,38.8,65.15,59.93
1/25/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,17.92,29.92,28.66,25.86,106.27,27.56,61.3,182.93
1/26/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,11.61,23.94,23.17,18.89,105.43,19.95,253.96,273.98
1/26/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,11.61,23.94,23.17,18.89,105.43,19.95,80.56,198.44
1/27/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,12.31,24.43,23.9,22.36,104.11,23.36,-19.99,85.29
1/27/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,12.31,24.43,23.9,22.36,104.11,23.36,97.51,238.37
1/28/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,16.14,24.37,23.4,29.18,106.22,31.11,40.37,132.82
1/28/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,16.14,24.37,23.4,29.18,106.22,31.11,170.72,265.84
1/29/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,8.67,14.44,14.88,25.93,98.8,25.69,43.31,67.91
1/29/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,8.67,14.44,14.88,25.93,98.8,25.69,-37.72,23.74
1/30/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,4.35,14.27,14.86,14.51,97.16,14.12,-48.34,44.68
1/30/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,4.35,14.27,14.86,14.51,97.16,14.12,-50.79,58.94
1/31/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,13.25,30.48,30.95,18.77,100.26,18.88,None,None
1/31/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,8.19,16.76,17.08,31.65,98.2,30.91,None,None
2/1/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,8.69,20.76,19.26,17.99,106.17,19.17,230.23,451.99
2/1/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,8.69,20.76,19.26,17.99,106.17,19.17,-9.53,170.42
2/2/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,12.83,22.57,22.6,26.8,101.39,27.21,-44.12,67.31
2/2/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,12.83,22.57,22.6,26.8,101.39,27.21,142.53,173.24
2/3/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,11.78,23.05,21.54,23.81,111.47,26.75,-12.16,130.68
2/3/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,11.78,23.05,21.54,23.81,111.47,26.75,62.48,512.9
2/4/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,14.68,20.86,20.63,32.18,104.51,33.77,None,None
2/4/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,18.46,27.22,27.18,29.33,102,29.86,None,None
2/5/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,13.63,28.95,29.63,21.49,100.08,21.69,1.56,161.05
2/5/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,13.63,28.95,29.63,21.49,100.08,21.69,91.97,298.76
2/6/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,5.08,17.32,17.88,13.25,98.11,13.02,-51.69,83.71
2/6/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,5.08,17.32,17.88,13.25,98.11,13.02,0.69,122.56
2/7/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,7.56,18.4,18.75,17.39,99.12,17.3,None,None
2/7/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,6.45,13.41,13.66,29.39,99.39,29.37,None,None
2/8/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,10.2,18.81,19.49,21.89,97.63,21.49,42.39,80.82
2/8/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,10.2,18.81,19.49,21.89,97.63,21.49,188.81,148.41
2/9/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,13.59,24.65,24.91,26.46,100.14,26.51,94.35,371.22
2/9/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,13.59,24.65,24.91,26.46,100.14,26.51,-27.24,91.27
2/10/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,14.7,23.63,22,28.36,109.55,31.18,33.11,153.68
2/10/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,14.7,23.63,22,28.36,109.55,31.18,142.09,353.55
2/11/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,12.94,22.69,22.95,29.92,101.96,30.81,105.67,329.67
2/11/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,14.88,29.25,29.72,24.41,101.38,25.04,34.31,217.59
2/12/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,14.64,28.8,29.19,22.39,101.97,22.98,134.24,359.33
2/12/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,14.64,28.8,29.19,22.39,101.97,22.98,16.47,153.74
2/13/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,5.43,14.2,14.67,16.73,97.58,16.37,None,None
2/13/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,5.43,14.2,14.67,16.73,97.58,16.37,-59.99,21.68
2/14/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,11.98,15.22,15.71,38.04,98.58,37.59,-22.99,35.41
2/14/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,11.98,15.22,15.71,38.04,98.58,37.59,43.93,93.39
2/15/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,9.55,21.56,20.7,20.21,106.62,21.63,74.91,109.48
2/15/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,9.55,21.56,20.7,20.21,106.62,21.63,-18.65,50.37
2/16/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,13.69,25.88,25.02,25.68,107.09,27.94,23.78,146.36
2/16/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,13.69,25.88,25.02,25.68,107.09,27.94,246.58,407.45
2/17/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,10.84,24.26,23.35,20.27,107.41,21.89,16.44,134.85
2/17/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,9.65,19.21,18.34,25.02,108.76,27.46,56.71,159.99
2/18/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,17.77,32.06,30.68,24.58,106.39,26.22,47.61,400.94
2/18/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,17.77,32.06,30.68,24.58,106.39,26.22,31.98,192.38
2/19/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,11.76,15.91,15.34,33.61,106.58,36.02,-44.64,63.18
2/19/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,11.76,15.91,15.34,33.61,106.58,36.02,14.13,115.29
2/20/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,2.49,9.34,9.73,11.5,97.74,11.26,-68.12,32.48
2/20/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,2.49,9.34,9.73,11.5,97.74,11.26,-68.12,32.48
2/21/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,6.96,16.23,16.69,23.81,98.33,23.43,19.53,118.15
2/21/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,7.79,21.56,22.14,15.21,98.67,15.07,33.76,189.72
2/22/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,10.17,24.74,23.17,19.81,109.86,21.91,61.35,110.33
2/22/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,10.17,24.74,23.17,19.81,109.86,21.91,26.82,105.78
2/23/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,9.97,24.37,22.67,17.29,112.47,19.47,-3.81,156.07
2/23/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,8.97,19.8,18.27,20.93,113.21,23.8,99.33,209.43
2/24/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,15.41,23.78,23.99,28.35,100.52,28.57,195.78,271.56
2/24/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,15.41,23.78,23.99,28.35,100.52,28.57,89.66,168.85
2/25/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,17.01,24.39,24.43,30.26,101.36,30.75,67.09,216.69
2/25/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,17.01,24.39,24.43,30.26,101.36,30.75,-24.37,58.4
2/26/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,13.05,23.96,24.93,23.49,98.33,23.17,56.23,230.64
2/26/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,13.05,23.96,24.93,23.49,98.33,23.17,-17.1,60.56
2/27/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,8.06,15.46,15.71,20.81,100.92,21.03,-56.2,28.83
2/27/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,8.06,15.46,15.71,20.81,100.92,21.03,-7.99,123.41
2/28/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,9.01,25.36,24.25,17.45,104.03,18,76.32,220.61
2/28/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,9.01,25.36,24.25,17.45,104.03,18,30.49,205.54
3/1/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,8.43,19.33,19.99,20.51,97.81,20.08,-22.52,51.99
3/1/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,8.43,19.33,19.99,20.51,97.81,20.08,3.95,49.46
3/2/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,10.86,27.61,27.13,15.88,102.38,16.42,-3.08,470.35
3/2/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,10.86,27.61,27.13,15.88,102.38,16.42,-39.39,177.02
3/3/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,9.42,19.26,19.26,20.54,101.36,20.9,-9.38,68.14
3/3/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,9.42,19.26,19.26,20.54,101.36,20.9,30.29,84.13
3/4/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,14.77,29.27,27.54,21.79,108.42,23.71,15.48,49.8
3/4/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,14.77,29.27,27.54,21.79,108.42,23.71,-6.4,39.75
3/5/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,13.42,23.44,24.04,24.44,99.84,24.45,-5.99,71
3/5/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,13.42,23.44,24.04,24.44,99.84,24.45,24.84,57.6
3/6/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,6.77,17.58,17.95,18.31,99.06,18.11,-17.44,-6.09
3/6/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,6.77,17.58,17.95,18.31,99.06,18.11,-5.25,28.09
3/7/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,7.7,18.64,17.15,15.77,113.68,17.82,81.6,106.14
3/7/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,7.7,18.64,17.15,15.77,113.68,17.82,81.6,106.14
3/8/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,7.52,16.28,16.78,22.34,97.78,21.84,-25.07,23.24
3/8/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,7.52,16.28,16.78,22.34,97.78,21.84,35.53,75.05
3/9/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,8.26,20.95,19.92,19.45,105.32,20.44,-55.59,16.45
3/9/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,6.86,15.77,15,23.8,105.66,25.18,None,None
3/10/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,10.63,17.25,16.7,30.15,106.22,32.3,-15.2,-2.21
3/10/2023,Total Retail,Overall,Msa,Edmonton,Canada,Downtown South Site 32,11.64,21.75,21.18,22.69,105.01,23.89,-7.18,23.27
